name,symbol,price,volume,mkt_cap,coingecko_rank,vol / mkt_cap,dominance,num_holders,whitepaper,coingecko_likes,fully_diluted_valuation,meme_coin
Neuro Charity,NEURO,0.798205,,,,,,,,22.0,,-1
Mooni,MOONI,2.49e-09,3272.17,,,,,,,1409.0,,-1
LonelyFans,LOF,0.003509680992,,,,,,,,72.0,61770389.21806835,-1
R64X,R64X,10.07,,,,,,,,135.0,100700000.0,-1
Chronologic,DAY,4.0836e-08,133.88,,,,,,1.0,8396.0,40836000.0,-1
SafeGalaxy,SAFEGALAXY,4.306e-09,5597.38,,,,,,,8049.0,4306000.0,-1
Solarys,SOLA,0.000533686515,200.32,,,,,,,1133.0,533686.515,-1
Samoyedcoin,SAMO,0.605639,115252.0,,,,,,,47.0,144171.758311,1
Charli3,C3,0.007057216089,39811.0,,,,,,,695.0,882152.011125,-1
Truebit Protocol,TRU,3.91,3016483.0,,,,,,,96.0,4907855.46,-1
Strite,STRI,7.52e-10,154792.0,,,,,,,1200.0,751999.9999999978,-1
Moar Finance,MOAR,14.34,17193.59,,,,,,,145.0,2868000.0,-1
Venus DOGE,VDOGE,0.18592,0.0,,,,,,,423.0,2674913.03072,-1
Feta Token,FETA,1.162e-09,,,,,,,,958.0,,-1
BROTHER,BRAT,7.899e-09,17768.55,,,,,,,1474.0,7899000.0,-1
Beer Token,BEER,0.171728,,,,,,,,355.0,2747648.0,-1
100xCoin,100X,1.433439e-06,144677.0,,,,,,,232.0,143343.9,-1
My Identity Coin,MYID,2.93e-10,5028.91,,,,,,,451.0,293000.0,-1
Dino Exchange,DINO,6.43e-10,154013.0,,,,,,,320.0,643000.0,-1
SafeComet,SAFECOMET,0.159805,,,,,,,,75.0,159805000.0,-1
Blackberry Token,BB,1.231e-09,573.31,,,,,,,699.0,1231000.0,-1
HungryBear,HUNGRY,3.972e-09,1506.72,,,,,,,3726.0,3972000.0,-1
DefyDefi,DEFY,0.239979,127.06,,,,,,,988.0,932230.582686,-1
ENEX,ENX,0.002509252573,5677.98,,,,,,,301.0,376387.88595,-1
Frenchie,FREN,0.002855625745,47880.0,,,,,,,71.0,2712844.0,-1
Uno Re,UNO,0.006157539443,101478.0,,,,,,,651.0,18472618.329,-1
ENV Finance,ENV,0.026563138583,3664.54,,,,,,,888.0,53126.277166,-1
Wrapped AVAX,WAVAX,120.0,4968950.0,,,,,,,40.0,11837802240.0,-1
Silver Gateway,SVS,0.099378548628,1392276.0,,,,,,,81.0,55651987.23168,-1
SendWhale,SENDWHALE,0.066123838379,,,,,,,,121.0,6612383.837900001,-1
HumanCoin,HMNC,1.72,,,,,,,,112.0,3276584.52,-1
Vangold Token,VGD,2.092e-09,50.6,,,,,,,1147.0,20920000.0,-1
oneBTC,ONEBTC,0.034263690625,10201.58,,,,,,,280.0,17131.8453125,-1
Rug Busters,RUGBUST,0.106441,,,,,,,,55.0,,-1
Showcase Token,SHO,0.161016,64638.0,,,,,,,718.0,16101600.0,-1
ComfyToken,COMFY,1.12,35.51,,,,,,,1485.0,112000000.0,-1
LifeLine,LLT,0.043314158983,5.69,,,,,,,103.0,43314158.983,-1
ModiHost,AIM,,27454.0,,,,,,1.0,,,-1
LiteCoin Ultra,LTCU,1.2,4.97,,,,,,,33.0,762368.4,-1
Token Echo,ECHO,1.39,262.18,,,,,,,37.0,366224.69,-1
upBNB,UPBNB,1.13,,,,,,,,22.0,543598.9299999999,-1
WallStreetBets DApp,WSB,5.05,525622.0,,,,,,,165.0,106050000.0,1
Taekwondo Access Credit,TAC,14.66,,,,,,,,29.0,1312070.0,-1
Charitas,CHAR,19.49,7437.69,,,,,,,36.0,201916.4,-1
KeyFi,KEYFI,0.405186,15110.21,,,,,,,19.0,1656.400368,-1
Fraction,FRACTION,451.71,790.87,,,,,,,12.0,19875.24,-1
VIVO,VIVO,53.18,0.332551,,,,,,,28.0,,-1
oneLINK,ONELINK,0.001554215427,,,,,,,,2663.0,,-1
oneWING,ONEWING,0.000457797799,,,,,,,,82.0,457797.799,-1
oneVBTC,ONEVBTC,0.00146275325,584.69,,,,,,,42.0,1009.2997425,-1
Hope Token,HOPE,7.13936e-07,452846.0,,,,,,,1032.0,7139360.0,-1
OXO.Farm,OXO,0.00212080619,29463.0,,,,,,,217.0,4173.95017931424,-1
Memes Token,MEMES,1.41e-10,,,,,,,,420.0,141000.0,-1
Maker Basic,MKB,0.344378,5.51,,,,,,,70.0,1149457235.287706,-1
Eclipse,ECP,0.005134015344,7099.08,,,,,,,5275.0,,-1
Full Send,FULLSEND,0.001743403038,10729.22,,,,,,,267.0,1604896.2915624443,-1
ThunderBolt,BOLT,2.701e-09,,,,,,,,1276.0,2701000.0,-1
JB Protocol,JBP,3.94873e-06,,,,,,,,1864.0,394873.00000000006,-1
Tree Defi,TREE,1.512e-09,5.47,,,,,,,1255.0,1512000.0,-1
Nicheman,NICHEMAN,1.328e-09,1221.07,,,,,,,636.0,1328000.0,-1
Blackmoon Crypto,BMC,1.402e-09,0.220629,,,,,,,1266.0,,-1
Gorilla-Fi,G-FI,3.205723e-06,35.98,,,,,,,719.0,,-1
Bafe.io,BAFE,3e-12,1010.34,,,,,,,740.0,3000000.0,-1
LaikaCoin,LAIKA,0.033604483725,2952.79,,,,,,,144.0,33604483.725,-1
Buildin,BIN,0.036865626475,1.27,,,,,,,199.0,1548358.8556782268,-1
Roul Token,ROUL,0.095542311655,,,,,,,,60.0,,-1
BlackHole Protocol,BLACK,0.011044979495,483400.0,,,,,,,504.0,19880.963091,-1
Sociall,SCL,16.16,0.980126,,,,,,1.0,312.0,,-1
Altura,ALU,6748.06,53702.0,,,,,,,24.0,,-1
Göztepe S.K. Fan Token,GOZ,0.032625589548,53573.0,,,,,,,42.0,,-1
PantherSwap,PANTHER,13.46,21125.0,,,,,,,17.0,,-1
DSCVR.Finance,DSCVR,1.04,2025.89,,,,,,,23.0,,-1
The Vault,VLT,2.87,15109.3,,,,,,,686.0,3731000.0,-1
xDitto,XDITTO,0.222791,,,,,,,,705.0,,-1
MoonStar,MOONSTAR,2.4,28668.0,,,,,,,1172.0,24000000.0,-1
MemePad,MEPAD,0.167039,515167.0,,,,,,,122.0,835195.0,-1
Fair Safe,FSAFE,1.55,,,,,,,,184.0,155000000.0,-1
Kryptobellion,KRYPTO,0.000265431611,528.44,,,,,,,200.0,265431.611,-1
2GoShi,2GOSHI,0.205751,,,,,,,,252.0,,-1
HawkDex,HAWK,1.88e-10,546.97,,,,,,,399.0,188000.0,-1
HarmonyCoin,HMC,1.1997e-07,2.08,,,,,,,168.0,114491.71414026344,-1
OracleChain,OCT,4.03,37795.0,,,,,,1.0,59.0,,-1
Yearn Compounding veCRV yVault,YVBOOST,3.145941e-06,113155.0,,,,,,,639.0,3145941.0,-1
Valkyrie Network,VAL,479.3,20022.0,,,,,,,51.0,,-1
iXledger,IXT,0.014335445327,125.56,,,,,,1.0,216.0,1218512.852795,-1
ZilChess,ZCH,52.91,20179.0,,,,,,,79.0,,-1
EarnDeFi,EDC,9.75513e-06,1941385.0,,,,,,,944.0,48765.727910950045,-1
Niubiswap,NIU,0.012691247925,608.08,,,,,,,727.0,3172811.98125,-1
Super Hero,SH,0.10983,126259.0,,,,,,,138.0,164745000.0,-1
XBN Community Token,XBC,0.017657936863,742.02,,,,,,,22.0,882896.84315,-1
CrossFi,CRFI,0.458696,61481.0,,,,,,,126.0,,-1
AEN Smart Token,AENS,0.008508318373,309005.0,,,,,,,290.0,4954.580971602106,-1
ReChain,RECH,1.27,31.79,,,,,,,1555.0,22118299.68,-1
Tycoon,TYC,0.004235477594,167529.0,,,,,,1.0,124.0,57421.11095043695,-1
XTG World,XTG,4.3654421e-05,,,,,,,,258.0,43654.421,-1
CaramelSwap,MEL,0.305572,27.77,,,,,,,61.0,6111440.0,-1
Martian DAO,MDAO,0.017942338789,92.21,,,,,,,1371.0,780426.3016119365,-1
Verso,VSO,6.18e-10,172999.0,,,,,,,1397.0,1236000.0,-1
Life Token,LTN,9.9666e-08,19008.8,,,,,,,302.0,9885235.16925,-1
GreenTrust,GNT,5.0120974e-05,4936.08,,,,,,,314.0,3906198.875263036,-1
SnowgeCoin,SNOWGE,0.001663442869,,,,,,,,1988.0,830724.8575599678,-1
Vira-Lata Finance,REAU,5.35,134.2,,,,,,,78.0,160500000.0,-1
Rupee,RUP,5e-12,,,,,,,1.0,677.0,,-1
LOCGame,LOCG,0.010693530842,1705501.0,,,,,,,25.0,32080592.526,-1
Link Platform,LNK,12.31,,,,,,,,516.0,246200000.0,-1
Aquari,AQUARI,1.4533e-08,5710.75,,,,,,,4346.0,14533000.0,-1
Next Level,NXL,2281.74,15726.19,,,,,,,4233.0,245642994.0,-1
Sensible Finance,SENSI,3.346e-09,38724.0,,,,,,,1461.0,3346000.0,-1
GlobalGive,GGIVE,7.5335512e-05,9376.02,,,,,,,235.0,753355.12,-1
Baguette,BAG,1.042e-09,,,,,,,,2323.0,1042000.0,-1
Wrapped ATROMG8,WAG8,4.00142e-07,,,,,,,,530.0,40014.2,-1
WanSwap,WASP,0.112471,157435.0,,,,,,,110.0,11247100.0,-1
BakeryTools,TBAKE,3.77e-10,823.85,,,,,,,1345.0,37700.0,-1
Dragon's Quick,DQUICK,1.0,0.0,,,,,,,16.0,100000000.0,-1
Stabilize BSC,STBB,2.04e-10,6660.93,,,,,,,602.0,204000.0,-1
ORAO Network,ORAO,4.6425e-08,1124924.0,,,,,,,1427.0,4642500.0,-1
TreeDefi,SEED,7.03e-10,136.74,,,,,,,1014.0,703000.0,-1
CrossPad,CROSS,4.7677245e-05,720.85,,,,,,,74.0,45232.0,-1
AzeusX,AZX,0.008089851736,20626.0,,,,,,,277.0,81215150.0,-1
Pixl Coin,PXL,0.00432747887,,,,,,,,1539.0,17662418.0,-1
Realfinance Network,REFI,0.026304968328,41406.0,,,,,,,91.0,,-1
Lydia Finance,LYD,0.000331784006,,,,,,,,509.0,,-1
GaiaDAO,GAIA,4.49,0.0,,,,,,,211.0,44948199.0,-1
PolyVolve Finance,SPR,0.124782,,,,,,,,271.0,2602981.594206,-1
pCATv3,PCATV3,2.379244e-06,146.01,,,,,,,728.0,5948110.0,-1
Smartworth,SMARTWORTH,0.001495213497,64.12,,,,,,,2749.0,14952134.97,-1
Infinity Protocol BSC,INFINITY,2.488e-09,139.24,,,,,,,636.0,2488000.0,-1
Lunar Highway,LUNAR,2.79e-09,107.62,,,,,,,804.0,1925100.0,-1
ProSwap,PROS,0.009249200396,434572.0,,,,,,,501.0,9249200.396,-1
Anti-Lockdown,FREE,0.072094807212,,,,,,,,109.0,50466365.0484,-1
KokoSwap,KOKO,0.110746,3151194.0,,,,,,,667.0,,-1
Retro DEFI,RCUBE,0.475409,1193.23,,,,,,,51.0,,-1
DungeonSwap,DND,1205.93,,,,,,,,111.0,,-1
PolyStar,POLYSTAR,1064.19,67.53,,,,,,,92.0,,-1
Review Capital,RECAP,1139.74,150.06,,,,,,,73.0,,-1
Cryptocart,CC,1.895e-09,53294.0,,,,,,,2171.0,1895000.0,-1
Acent,ACE,0.010223058753,686584.0,,,,,,,827.0,1001859.757794,-1
Gorilla Diamond,GDT,3.728945e-06,475811.0,,,,,,,1198.0,5592274.0,-1
Ganesha Token,GNSH,0.004808011255,360.07,,,,,,,645.0,192320.4502,-1
Crypto Puzzles,CPTE,0.047295964488,,,,,,,,33.0,,-1
Helicopter Finance,COPTER,1.23e-10,0.0,,,,,,,1133.0,123000.0,-1
Unicly Waifu Collection,UWAIFU,6.81468e-07,,,,,,,,58.0,286216.56,-1
CoShi Inu,COSHI,0.004318572764,92250.0,,,,,,,920.0,4318572.764,-1
JDI Token,JDI,1.03,21315.0,,,,,,,1542.0,205202780.0,-1
Moonshot,MOONSHOT,0.048742236252,345853.0,,,,,,,456.0,,-1
Metrix Coin,MRX,0.00034259549,42116.0,,,,,,,38.0,,-1
CryptoPing,PING,9.519835e-06,,,,,,,1.0,77.0,,-1
Adamant,ADDY,0.0011147806,837432.0,,,,,,1.0,1129.0,,-1
Polycat Finance,FISH,0.021318116429,3683367.0,,,,,,,1546.0,,-1
Polybius,PLBT,0.101342,1069.49,,,,,,1.0,32.0,,-1
Rasta Finance,RASTA,0.000151097295,419.99,,,,,,,156.0,45329.1885,-1
TradeStars,TSX,0.010401346963,2006.25,,,,,,,153.0,7367.950141445494,-1
Hamtaro,HAMTARO,0.655099,,,,,,,,118.0,,-1
LimeSwap,LIME,1.969763e-06,134.31,,,,,,,4831.0,,-1
Sage Finance,SAFT,0.006323545828,45.83,,,,,,,290.0,7588254.829187809,-1
Horizon Dollar,HZD,0.016316826748,31524.0,,,,,,,976.0,,-1
Oviex,OVI,1.95e-10,7260.17,,,,,,,5065.0,19500000.0,-1
Plethori,PLE,1.41e-10,18523.94,,,,,,,1081.0,141000.0,-1
Milk Token,MILK,0.075444781766,3064.14,,,,,,,657.0,12940044.0,-1
Butter Token,BUTTER,1.4e-11,10165.42,,,,,,,3916.0,1400000.0,-1
PlumCake Finance,PLUM,0.523258,5943.28,,,,,,,91.0,793560650.713178,-1
Xiglute Coin,XGC,9.465e-09,153212.0,,,,,,,484.0,9465000.0,-1
Secured MoonRat Token,SMRAT,0.000112905816,8363.32,,,,,,,833.0,225811.632,-1
Qawalla Token,QWLA,0.000158290787,32107.0,,,,,,,683.0,158290.787,-1
Flash,FLASH,0.000889633484,62.75,,,,,,1.0,981.0,18577.06308137674,-1
BitBlocks Finance,BBKFI,0.000637920704,7050.86,,,,,,,420.0,6379.20704,-1
Gondola Finance,GDL,0.955542,51508.0,,,,,,,61.0,,-1
PolyShiba,POLYSHIBA,53.51,935.36,,,,,,,144.0,,-1
Euro Ritva Token,EURT,0.056998839082,,,,,,,,275.0,22799535.6328,-1
Securabyte Protocol,SBYTE,2.03,141.96,,,,,,,229.0,10149999.999999998,-1
Growing.fi,GROW,1.69563e-06,29321.0,,,,,,,443.0,4426.06147828197,-1
Ziticoin,ZITI,4.349604e-06,9515.22,,,,,,,2288.0,4349604.0,-1
Atlantic Finance,ATFI,4.8049204e-05,335413.0,,,,,,,128.0,2642706.22,-1
PolyGaj,GAJ,0.360687,17638.27,,,,,,,861.0,25438218.216936,-1
JaguarSwap,JAGUAR,1.21e-10,1002.56,,,,,,,529.0,60500.0,-1
ProStarter,PROT,2.1432702e-05,21088.0,,,,,,,300.0,,-1
BlueWizard,WIZ,3.972862e-06,2656.78,,,,,,,1031.0,39348.180125381696,-1
BarbecueSwap,BBQ,0.332904,25600.0,,,,,,,136.0,332904000.0,-1
W3bPUSH,W3B,5.618e-09,,,,,,,,3296.0,5618000.0,-1
MAI,MIMATIC,1.15e-10,3220185.0,,,,,,,570.0,80151515.15151516,-1
PactSwap,PACT,1.0533e-08,276083.0,,,,,,,3242.0,10533000.0,-1
Bulk Network,BULK,1e-12,,,,,,,,787.0,754680.237975635,-1
Regiment Finance,RTF,5.5e-11,942.55,,,,,,,416.0,5500.0,-1
WeStarter,WAR,1.084e-09,400569.0,,,,,,,297.0,1084000.0,-1
Universal Basic Income,UBI,2.04e-10,3265.89,,,,,,,353.0,204000.0,-1
NFTSwaps,SWAPS,1.371e-09,19305.73,,,,,,,760.0,1371000.0,-1
Animal Adoption Advocacy,PAWS,0.36286,0.0,,,,,,,1294.0,29743.271340000003,-1
TrustPad,TPAD,,51355.0,,,,,,,1162.0,,-1
AlgoPainter,ALGOP,513.35,308.71,,,,,,,308.0,491275.95,-1
Orfano,ORFANO,0.008483347556,2839.62,,,,,,,109.0,881889.6358227464,-1
bitFlowers,PETAL,,6120.3,,,,,,,1563.0,,-1
Pocketcoin,PKOIN,3.07e-10,954895.0,,,,,,,706.0,307000.0,-1
Helio,HLO,4.919e-09,18328.72,,,,,,,261.0,4919000.0,-1
Dinastycoin,DCY,0.006166940016,2073.77,,,,,,,26.0,12950574.0336,-1
Cheecoin,CHEE,1.36638e-07,10110.47,,,,,,,334.0,137092.0,-1
Blizzard,XBLZD,0.00340813927,178161.0,,,,,,,1333.0,852034.8175,-1
Greenheart CBD,CBD,0.26901,21916.0,,,,,,,54.0,,-1
ECC,ECC,0.086638671141,276.27,,,,,,1.0,1915.0,216596677.8525,-1
Live Swap Coin,DSC,3.5e-10,,,,,,,,735.0,288935.17241998605,-1
Internet of People,IOP,8.1743e-05,68.9,,,,,,,87.0,572201.0,-1
cWBTC (Legacy),CWBTC,0.003287607024,41682.0,,,,,,,143.0,328760.7024,-1
SafeLight,SAFELIGHT,0.233447,13037.84,,,,,,,94.0,23344700.0,-1
Nftfy,NFTFY,0.020710608483,7985.99,,,,,,,60.0,,-1
HyperChain X,HYPER,1.565893e-06,134401.0,,,,,,,380.0,1565893000.0,-1
Koduro,KODURO,0.003459839153,,,,,,,,920.0,3459839.153,-1
EarlyBSC,EBSC,4.09,0.0,,,,,,,2916.0,85890000.0,-1
PolyMoon,POLYMOON,0.026873095477,3800.86,,,,,,,97.0,2687277.514970192,-1
SeedSwap,SNFT,0.00933555416,218942.0,,,,,,,76.0,9335.55416,-1
More Coin,MORE,8.123e-09,818.02,,,,,,,488.0,8122999.999999999,-1
Elons,ELONS,,2477.97,,,,,,,2298.0,,-1
Rizen Coin,RZN,0.023830220008,20.45,,,,,,,1036.0,2383022.0008,-1
Viper,VIPER,0.003990328261,,,,,,,,56.0,11970984.783,-1
SafeRune,SAFERUNE,0.034526750128,,,,,,,,370.0,1381070.00512,-1
Dogemoon,DOGEMOON,0.034575261825,,,,,,,,125.0,12447094.257,-1
Shih Tzu,SHIH,,7906.56,,,,,,,1208.0,2083225.0,1
Ecobit,ECOB,4.718e-09,,,,,,,,885.0,4718000.0,-1
MoonSmart,SMART,8.729e-09,0.0,,,,,,,12778.0,8729000.0,-1
PERI Finance,PERI,,42198.0,,,,,,,124.0,,-1
Lion Token,LION,,26845.0,,,,,,,126.0,,-1
xxxNifty,NSFW,,451212.0,,,,,,,61.0,,-1
Dogefather,DOGEFATHER,4.6e-11,2307.5,,,,,,,641.0,4600000.0,-1
Ubeswap,UBE,0.925149,117244.0,,,,,,,5358.0,46103630.0,-1
DefiDrop,DROPS,1.554e-09,,,,,,,,1388.0,1554000.0,-1
Phoenix Defi Finance,PNIXS,0.165899,31011.0,,,,,,,35.0,82949500.0,-1
Minereum,MNE,0.017140888963,18848.35,,,,,,1.0,88.0,17140888.963,-1
Wider Coin,WDR,0.012320048946,17605.93,,,,,,,300.0,1219684.845654,-1
Raptor Finance,RAPTR,,8095.66,,,,,,,107.0,,-1
SafeIcarus,SAFEICARUS,0.077833918441,,,,,,,,247.0,9001411.097755125,-1
NewYorkCoin,NYC,2.57e-10,310.74,,,,,,1.0,430.0,257000.0,-1
ShibaPup,SHIBAPUP,1.035221e-06,211210.0,,,,,,,96.0,878795.3142974714,1
Moneta,MONETA,49.04,,,,,,,1.0,29.0,980800.0,-1
Donkey,DONK,0.906728,34460.0,,,,,,,54.0,9067280000.0,1
Elite,1337,0.000113768624,4.23,,,,,,,108.0,9101.49,-1
CryptoBlades,SKILL,0.01098180791,30207.0,,,,,,,507.0,,-1
Globe Derivative Exchange,GDT,0.096090912906,378625.0,,,,,,,17.0,480454564.53,-1
SafePluto,SAFEPLUTO,2.6545474e-05,12.37,,,,,,,371.0,26545474.0,-1
RichieRich Coin,RICH,,34370.0,,,,,,,102.0,869562.0,-1
Mifty Swap,MFY,0.002403727112,,,,,,,,567.0,721118.1336000001,-1
Hachiko Inu,HACHIKO,1.08,18088.64,,,,,,,56.0,934518.6,-1
Lady Luck,LUCK,66.56,,,,,,,,52.0,141573.12,-1
Tnos Coin,TNO,,144.01,,,,,,,141.0,,-1
Smilecoin,SEC,0.272822,71.03,,,,,,,51.0,27304851.865016,-1
AuroraToken,AURORA,3.319e-09,4603.04,,,,,,,419.0,3319000.0,-1
ZCore Finance,ZEFI,,270616.0,,,,,,,115.0,,-1
Swirge Finance,SWFI,0.018871844925,,,,,,,,88.0,,-1
Terran Coin,TRR,,2555136.0,,,,,,,1241.0,,-1
SaveTheWorld,SAVE,,67052.0,,,,,,,644.0,,-1
BNB Diamond,BNBD,9.846e-09,1572.84,,,,,,,2043.0,9846000.0,-1
Williecoin,WILLIE,0.003193098495,,,,,,,,64.0,31930984.95,-1
YaySwap,YAY,,1826.18,,,,,,,1169.0,,-1
PANGEA Cleanup Coin,POC,,3735.24,,,,,,,32.0,,-1
Pryz,PRYZ,,21717.0,,,,,,,1923.0,,-1
Kurrent,KURT,0.431649,,,,,,,,303.0,1345097.707416,-1
Blocktyme,BTYM,,69.34,,,,,,,507.0,,-1
Prizm,PZM,0.139539,451399.0,,,,,,,149.0,13953900.0,-1
SafeBank,SAFEBANK,3.4e-11,3219.52,,,,,,,2169.0,340000.0,-1
Sanshu Inu,SANSHU,3.37e-10,915391.0,,,,,,,519.0,337000.0,-1
Birdy Finance,BIRD,,267.37,,,,,,,143.0,,-1
Kp0rNetwork,KP0R,,7490.08,,,,,,,189.0,,-1
AiWork,AWO,,193744.0,,,,,,,1008.0,,-1
Wasder,WAS,3.18e-10,7014.17,,,,,,,955.0,318000.0,-1
XX Platform,XXP,,7845.77,,,,,,,86.0,,-1
Peach Finance,PEECH,,192.43,,,,,,,61.0,,-1
Small Doge,SDOG,,35187.0,,,,,,,78.0,,-1
Loser Coin,LOWB,1.46e-10,883108.0,,,,,,,5105.0,146000000.0,-1
Richie,RICH,0.13907,20523.0,,,,,,,136.0,9595830.0,-1
BunnyPark,BP,,3559197.0,,,,,,,4134.0,5448027.0,-1
SingularityDAO,SDAO,,3307534.0,,,,,,,326.0,,-1
MoonTrust,MNTT,0.000796912507,22898.0,,,,,,,76.0,79691.2507,-1
QuickChart,QUICKCHART,,3256.27,,,,,,,66.0,,-1
Solarfare,SLF,,4031.12,,,,,,,246.0,,-1
Baby Shark Tank,BASHTANK,1.4542e-08,208.29,,,,,,,123.0,29.084,-1
Astro Dragon,DRAGN,0.020538881358,0.0,,,,,,,53.0,295759.8915552,-1
Fire Token,FIRE,0.019947684964,17787.53,,,,,,,219.0,2992152.7446000003,-1
Rebound,REBOUND,6.5e-11,120.29,,,,,,,311.0,64999.99999999999,-1
PAPP Mobile,PAPP,,4986.25,,,,,,,307.0,,-1
Jomon Shiba,JSHIBA,,2284.44,,,,,,,270.0,,1
Kabosu,KABOSU,0.430929,9725163.0,,,,,,,63.0,6068689.937703,-1
Vyndao,VYN,0.032637063589,556.46,,,,,,,124.0,16318531.7945,-1
PolyShark Finance,SHARK,,11.63,,,,,,,2269.0,,-1
xWIN Finance,XWIN,,54162.0,,,,,,,451.0,,-1
Safelogic,SAFELOGIC,,16.31,,,,,,,55.0,,-1
Hummingbird Finance,HMNG,,35639.0,,,,,,,189.0,,-1
HotDoge,HOTDOGE,,353.27,,,,,,,8492.0,,1
Vixco,VIX,,152371.0,,,,,,,119.0,,-1
Geocoin,GEO,0.045071160482,1395.12,,,,,,,1199.0,40063253.72171453,-1
Shiba Moon,SHIBM,,21411.0,,,,,,,1425.0,,-1
LuckChain,BASH,,57030.0,,,,,,,57.0,,-1
Shibaken Finance,SHIBAKEN,,43188.0,,,,,,,798.0,,1
Xpose Protocol,XPOSE,,14186.6,,,,,,,113.0,,-1
SafeCookie,SAFECOOKIE,,0.0,,,,,,,6340.0,,-1
Jindoge,JINDOGE,7.682e-09,117.42,,,,,,,1949.0,7682000.000000001,1
Rover Inu,ROVER,,0.0,,,,,,,868.0,298125955.0,-1
Sienna [ERC-20],WSIENNA,1.1e-11,42264.0,,,,,,,4250.0,11000.0,-1
SubGame,SGB,,1276482.0,,,,,,,365.0,,-1
Dolphin Token,DSE,5.45e-10,966.78,,,,,,,295.0,545000.0,-1
Pube Finance,PUBE,,2466.78,,,,,,1.0,21.0,,-1
Baby Shiba,BHIBA,,70196.0,,,,,,1.0,695.0,,1
PlutoPepe,PLUTO,,404.14,,,,,,1.0,73.0,,1
SpaceCorgi,SCORGI,,7086.25,,,,,,1.0,124.0,,-1
PlatON Network,LAT,0.000342110497,5762802.0,,,,,,,160.0,256670750.6733644,-1
BurnX 2.0,BURNX20,,18056.48,,,,,,1.0,942.0,,-1
Rocks Idle Game,ROCKS,,110.04,,,,,,1.0,308.0,,-1
American Akita,USKITA,,7009.23,,,,,,1.0,580.0,,-1
RooCoin,ROO,,32958.0,,,,,,,255.0,,-1
SpacePenguin,PNGN,,282.38,,,,,,,412.0,,-1
Shikokuaido,SHOKK,,1400.07,,,,,,1.0,181.0,,-1
Snowball Token,SNOWBALL,0.073969016345,2.46,,,,,,1.0,773.0,110953524.5175,-1
Save Your Assets,SYA,,27715.0,,,,,,1.0,352.0,,-1
SafeXI,SXI,0.000592791483,515.41,,,,,,,164.0,5927914.83,-1
Melody,MELODY,,53991.0,,,,,,1.0,221.0,,-1
The Chad Token,CHAD,,2413.25,,,,,,,105.0,,-1
Moochii,MOOCHII,,169764.0,,,,,,1.0,664.0,,-1
CleanOcean,CLEANOCEAN,0.011685511284,55599.0,,,,,,1.0,194.0,14022613.5408,-1
Xenon Pay,X2P,,71020.0,,,,,,1.0,254.0,,-1
Shibacock,COCK,,72.29,,,,,,1.0,66.0,,1
SafeEarth,SAFEEARTH,0.001478288032,15691.46,,,,,,,821.0,9728781.129149612,-1
Baby Akita,BKITA,0.011418431355,182.83,,,,,,1.0,297.0,105620.49003375,-1
Safedog Protocol,SAFEDOG,,0.0,,,,,,1.0,108.0,,-1
SwagBucks,BUCKS,0.044592823257,,,,,,,1.0,141.0,4459282.3257,-1
Dogen Finance,DOGEN,0.77999,3.52,,,,,,1.0,346.0,,-1
Binance-Peg Cardano,ADA,,1446333.0,,,,,,1.0,35.0,,-1
Binance-Peg Litecoin,LTC,0.000329166754,457185.0,,,,,,,47.0,164583.377,-1
Binance-Peg Polkadot,DOT,0.008018805323,4121621.0,,,,,,,119.0,192451.327752,-1
Binance-Peg XRP,XRP,,1548960.0,,,,,,1.0,42.0,,-1
O3 Swap,O3,0.001372308755,16182742.0,,,,,,1.0,417.0,13723087.55,-1
Alien Worlds (BSC),TLM,0.262703,1033769.0,,,,,,,83.0,26270300.000000004,-1
Wrapped UST (BSC),UST,0.00115924273,2139964.0,,,,,,,365.0,1185905.31279,-1
XTRABYTES,XBY,0.000801300073,401.7,,,,,,,47.0,801300.0730000001,-1
OptionRoom Governance Token,COURT,0.000385561797,1996.52,,,,,,,113.0,713289.32445,-1
TRON (BSC),TRX,0.010318604498,506140.0,,,,,,1.0,79.0,2548695.311006,-1
DarthElon,DARTHELON,0.125647,3.43,,,,,,1.0,91.0,,-1
MoonPaw,MOONPAW,,0.346276,,,,,,,126.0,,-1
WINkLink BSC,WIN,,195730.0,,,,,,,89.0,,-1
Papa Shiba,PHIBA,,14326.16,,,,,,,61.0,,-1
Polkaswap,PSWAP,,88098.0,,,,,,,617.0,,-1
Change Our World,CHG,0.155854,28.53,,,,,,,60.0,4675620.0,-1
ArGo Token,ARGO,,4632.59,,,,,,1.0,175.0,,-1
Roseon Finance,ROSN,,39183.0,,,,,,,126.0,,-1
SafeNami,SAFENAMI,,3.76,,,,,,,525.0,,-1
Shiba Launch,SHIBAL,,3817.72,,,,,,1.0,154.0,,-1
Don-key,DON,,44726.0,,,,,,,361.0,,-1
Sheesh it is bussin bussin,SHEESH,,2945.49,,,,,,,48.0,,-1
SafeZone,SAFEZONE,0.000329118605,1779.81,,,,,,,167.0,30278911.66,-1
Hanzo Inu,HNZO,0.005056078778,36206.0,,,,,,,94.0,93537.457393,-1
Elongate Deluxe,ELONGD,,967.02,,,,,,,63.0,,-1
Alaska Inu,LAS,,98976.0,,,,,,1.0,169.0,,-1
MicroTuber,MCT,16.12,1500473.0,,,,,,1.0,32.0,2659800000.0,-1
TheForce Trade,FOC,0.000190220269,307513.0,,,,,,,94.0,26630.83766,-1
